# Id,#Class
532,0
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,0
542,1
543,0
544,0
545,0
546,1
547,0
548,1
549,1
550,1
551,1
552,1
553,1
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,1
564,0
565,0
566,0
567,0
568,1
569,0
570,0
571,0
572,0
573,0
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,0
583,0
584,1
585,0
586,0
587,1
588,0
589,1
590,1
591,0
592,1
593,1
594,0
595,1
596,1
597,0
598,1
599,1
600,0
601,0
602,0
603,1
604,0
605,0
606,1
607,1
608,1
609,1
610,1
611,1
612,0
613,0
614,0
615,0
616,1
617,0
618,1
619,0
620,1
621,0
622,1
623,1
624,1
625,1
626,0
627,0
628,1
629,1
630,0
631,0
632,1
633,1
634,1
635,1
636,0
637,0
638,1
639,1
640,1
641,1
642,0
643,0
644,1
645,0
646,0
647,0
648,1
649,0
650,1
651,1
652,0
653,0
654,0
655,1
656,0
657,0
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,0
666,0
667,0
668,1
669,0
670,1
671,0
672,0
673,1
674,0
675,1
676,1
677,1
678,0
679,0
680,1
681,0
682,1
683,0
684,1
685,0
686,1
687,1
688,1
689,0
690,0
691,1
692,1
693,1
694,1
695,1
696,0
697,0
698,1
699,1
700,1
701,1
702,1
703,0
704,1
705,0
706,0
707,1
708,0
709,0
710,0
711,0
712,1
713,1
714,1
715,1
716,1
717,1
718,0
719,1
720,1
721,1
722,0
723,1
724,1
725,0
726,1
727,0
728,0
729,0
730,0
731,0
732,1
733,1
734,0
735,0
736,1
737,0
738,0
739,0
740,1
741,1
742,0
743,0
744,0
745,0
746,1
747,0
748,0
749,1
750,0
751,1
752,1
753,0
754,1
755,0
756,1
757,0
758,0
759,1
760,0
761,0
762,0
763,0
764,1
765,1
766,0
767,0
768,0
769,1
770,1
771,1
772,1
773,0
774,0
775,0
776,0
777,0
778,0
779,1
780,0
781,1
782,1
783,1
784,1
785,0
786,1
787,1
788,1
789,1
790,0
791,1
792,1
793,0
794,0
795,1
796,0
797,1
798,1
799,0
800,1
801,0
802,1
803,0
804,0
805,0
806,1
807,1
808,0
809,1
810,1
811,0
812,0
813,0
814,1
815,0
816,0
817,0
818,0
819,1
820,1
821,0
822,1
823,1
824,0
825,0
826,0
827,0
828,0
829,1
830,1
831,1
832,0
833,0
834,1
835,1
836,1
837,0
838,0
839,1
840,1
841,0
842,0
843,1
844,0
845,0
846,0
847,1
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,1
857,1
858,1
859,0
860,0
861,0
862,1
863,1
864,1
865,0
866,0
867,0
868,0
869,1
870,1
871,0
872,0
873,0
874,0
875,1
876,0
877,0
878,0
879,0
880,1
881,1
882,1
883,1
884,1
885,0
886,1
887,1
888,0
889,1
890,0
891,1
892,1
893,1
894,0
895,1
896,0
897,1
898,1
899,1
900,0
901,0
902,0
903,1
904,0
905,1
906,0
907,0
908,0
909,0
910,1
911,1
912,0
913,0
914,1
915,0
916,1
917,0
918,0
919,1
920,1
921,0
922,0
923,0
924,1
925,1
926,0
927,0
928,1
929,1
930,0
931,0
932,0
933,1
934,0
935,1
936,0
937,0
938,0
939,0
940,1
941,1
942,1
943,0
944,0
945,1
946,1
947,0
948,0
949,0
950,0
951,1
952,1
953,0
954,1
955,1
956,1
957,1
958,1
959,1
960,0
961,0
962,1
963,0
964,0
965,0
966,1
967,1
968,1
969,1
970,1
971,0
972,1
973,1
974,1
975,1
976,1
977,0
978,1
979,0
980,1
981,0
982,0
983,0
984,1
985,1
986,0
987,1
988,1
989,0
990,1
991,0
992,1
993,0
994,0
995,1
996,1
997,1
998,0
999,1
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,1
1011,0
1012,0
1013,0
1014,0
1015,0
1016,1
1017,0
1018,0
1019,0
1020,0
1021,0
1022,1
1023,1
1024,0
1025,1
1026,1
1027,0
1028,1
1029,1
1030,1
1031,0
1032,1
1033,0
1034,1
1035,1
1036,1
1037,1
1038,0
1039,0
1040,1
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,1
1048,1
1049,0
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,0
1057,0
1058,0
1059,1
1060,1
1061,0
1062,0
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,0
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,0
1079,0
1080,1
1081,0
1082,0
1083,0
1084,0
1085,1
1086,0
1087,1
1088,0
1089,0
1090,1
1091,0
1092,0
1093,0
1094,1
1095,1
1096,1
1097,1
1098,0
1099,0
1100,0
1101,1
1102,1
1103,0
1104,0
1105,0
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,0
1113,1
1114,1
1115,1
1116,0
1117,1
1118,0
1119,0
1120,0
1121,1
1122,0
1123,0
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,0
1131,0
1132,0
1133,0
1134,1
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,1
1147,0
1148,1
1149,0
1150,1
1151,1
1152,1
1153,0
1154,1
1155,0
1156,1
1157,1
1158,0
1159,0
1160,1
1161,1
1162,1
1163,1
1164,0
1165,0
1166,1
1167,1
1168,0
1169,0
1170,0
1171,0
1172,0
1173,1
1174,1
1175,0
1176,1
1177,0
1178,1
1179,0
1180,0
1181,0
1182,1
1183,0
1184,1
1185,1
1186,1
1187,1
1188,0
1189,0
1190,1
1191,0
1192,0
1193,1
1194,1
1195,1
1196,0
1197,1
1198,1
1199,1
1200,0
1201,1
1202,0
1203,0
1204,1
1205,0
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,0
1213,1
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,1
1223,0
1224,1
1225,1
1226,0
1227,0
1228,1
1229,0
1230,1
1231,1
1232,0
1233,1
1234,1
1235,1
1236,0
1237,1
1238,0
1239,1
1240,1
1241,0
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,0
1257,0
1258,0
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,0
1266,0
1267,1
1268,0
1269,0
1270,1
1271,0
1272,0
1273,1
1274,1
1275,1
1276,0
1277,1
1278,0
1279,1
1280,1
1281,0
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0
1288,1
1289,1
1290,1
1291,1
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,1
1299,1
1300,1
1301,1
1302,0
1303,0
1304,0
1305,1
1306,1
1307,0
1308,1
1309,0
1310,0
1311,1
1312,1
1313,0
1314,0
1315,0
1316,1
1317,0
1318,1
1319,1
1320,1
1321,0
1322,0
1323,1
1324,1
1325,1
1326,0
1327,1
1328,0
1329,0
1330,1
1331,1
1332,0
1333,1
1334,0
1335,1
1336,1
1337,0
1338,0
1339,1
1340,0
1341,1
1342,0
1343,0
1344,1
1345,1
1346,0
1347,0
1348,0
1349,0
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,0
1357,1
1358,0
1359,0
1360,0
1361,1
1362,1
1363,1
1364,0
1365,0
1366,1
1367,1
1368,0
1369,0
1370,1
1371,0
1372,1
1373,1
1374,0
1375,1
1376,0
1377,1
1378,0
1379,1
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,0
1387,0
1388,0
1389,0
1390,0
1391,1
1392,1
1393,0
1394,1
1395,0
1396,0
1397,1
1398,0
1399,1
1400,1
1401,0
1402,0
1403,1
1404,0
1405,1
1406,1
1407,0
1408,0
1409,1
1410,0
1411,0
1412,0
1413,0
1414,0
1415,1
1416,1
1417,1
1418,0
1419,1
1420,1
1421,1
1422,1
1423,1
1424,0
1425,0
1426,1
1427,0
1428,0
1429,0
1430,1
1431,0
1432,0
1433,1
1434,0
1435,0
1436,1
1437,1
1438,0
1439,1
1440,1
1441,1
1442,1
1443,1
1444,0
1445,0
1446,1
1447,0
1448,0
1449,1
1450,1
1451,0
1452,1
1453,0
1454,0
1455,1
1456,1
1457,1
1458,0
1459,1
1460,1
1461,0
1462,1
1463,0
1464,1
1465,0
1466,0
1467,0
1468,1
1469,0
1470,0
1471,1
1472,0
1473,0
1474,0
1475,1
1476,1
1477,1
1478,0
1479,0
1480,0
1481,1
1482,1
1483,1
1484,1
1485,0
1486,0
1487,0
1488,1
1489,0
1490,1
1491,1
1492,0
1493,1
1494,0
1495,0
1496,1
1497,0
1498,1
1499,0
1500,1
1501,1
1502,1
1503,0
1504,0
1505,1
1506,1
1507,0
1508,1
1509,1
1510,1
1511,0
1512,0
1513,1
1514,0
1515,0
1516,1
1517,1
1518,1
1519,0
1520,1
1521,1
1522,0
1523,0
1524,0
1525,1
1526,1
1527,1
1528,0
1529,1
1530,1
1531,0
1532,1
1533,1
1534,0
1535,1
1536,1
1537,1
1538,0
1539,0
1540,1
1541,0
1542,0
1543,0
1544,1
1545,1
1546,0
1547,1
1548,0
1549,0
1550,1
1551,1
1552,1
1553,1
1554,0
1555,0
1556,0
1557,1
1558,1
1559,0
1560,0
1561,1
1562,1
1563,1
1564,0
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,0
1580,0
1581,1
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,1
1589,0
1590,0
1591,1
1592,0
1593,1
1594,1
1595,1
1596,0
1597,1
1598,1
1599,1
1600,0
1601,0
1602,1
1603,1
1604,0
1605,0
1606,1
1607,1
1608,0
1609,1
1610,1
1611,1
1612,0
1613,0
1614,1
1615,1
1616,1
1617,0
1618,0
1619,1
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,1
1629,0
1630,1
1631,1
1632,1
1633,1
1634,0
1635,0
1636,1
1637,1
1638,1
1639,0
1640,0
1641,0
1642,0
1643,1
1644,1
1645,0
1646,0
1647,0
1648,1
1649,1
1650,1
1651,1
1652,1
1653,0
1654,1
1655,0
1656,1
1657,0
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,1
1669,0
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,0
1677,1
1678,0
1679,1
1680,1
1681,1
1682,0
1683,0
1684,0
1685,1
1686,0
1687,1
1688,0
1689,0
1690,0
1691,0
1692,1
1693,1
1694,0
1695,0
1696,0
1697,1
1698,1
1699,0
1700,1
1701,1
1702,0
1703,0
1704,1
1705,1
1706,1
1707,0
1708,1
1709,0
1710,0
1711,1
1712,0
1713,0
1714,1
1715,1
1716,0
1717,0
1718,0
1719,1
1720,1
1721,0
1722,0
1723,0
1724,1
1725,1
1726,0
1727,0
1728,0
1729,1
1730,0
1731,0
1732,0
1733,1
1734,1
1735,0
1736,1
1737,1
1738,1
1739,0
1740,1
1741,0
1742,0
1743,1
1744,0
1745,0
1746,0
1747,1
1748,1
1749,1
1750,1
1751,0
1752,0
1753,1
1754,0
1755,0
1756,0
1757,1
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,1
1769,1
1770,0
1771,0
1772,0
1773,1
1774,0
1775,0
1776,1
1777,1
1778,1
1779,0
1780,0
1781,1
1782,1
1783,0
1784,0
1785,0
1786,0
1787,1
1788,0
1789,0
1790,1
1791,0
1792,1
1793,0
1794,0
1795,1
1796,0
1797,0
1798,1
1799,1
1800,1
1801,0
1802,1
1803,1
1804,1
1805,0
1806,0
1807,0
1808,0
1809,1
1810,0
1811,1
1812,0
1813,0
1814,0
1815,0
1816,0
1817,1
1818,0
1819,0
1820,0
1821,1
1822,0
1823,0
1824,0
1825,0
1826,1
1827,1
1828,1
1829,0
1830,0
1831,1
1832,1
1833,0
1834,0
1835,0
1836,0
1837,1
1838,1
1839,0
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,0
1847,0
1848,1
1849,0
1850,1
1851,0
1852,0
1853,1
1854,0
1855,1
1856,0
1857,1
1858,1
1859,0
1860,0
1861,0
1862,0
1863,0
1864,1
1865,1
1866,0
1867,1
1868,0
1869,0
1870,0
1871,0
1872,1
1873,1
1874,0
1875,0
1876,0
1877,1
1878,0
1879,0
1880,0
1881,1
1882,1
1883,0
1884,1
1885,0
1886,0
1887,0
1888,1
1889,0
1890,1
1891,1
1892,1
1893,0
1894,0
1895,0
1896,1
1897,1
1898,1
1899,1
1900,0
1901,0
1902,1
1903,1
1904,0
1905,0
1906,1
1907,1
1908,1
1909,1
1910,1
1911,0
1912,1
1913,0
1914,1
1915,1
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,1
1924,1
1925,1
1926,0
1927,1
1928,1
1929,0
1930,0
1931,0
1932,0
1933,1
1934,0
1935,1
1936,0
1937,1
1938,1
1939,0
1940,0
1941,0
1942,0
1943,0
1944,1
1945,0
1946,1
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,1
1954,1
1955,1
1956,0
1957,1
1958,0
1959,0
1960,0
1961,1
1962,1
1963,0
1964,1
1965,0
1966,1
1967,1
1968,1
1969,0
1970,0
1971,1
1972,0
1973,1
1974,1
1975,0
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,0
1983,0
1984,1
1985,1
1986,1
1987,0
1988,1
1989,0
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,0
1999,0
2000,0
2001,1
2002,1
2003,1
2004,1
2005,0
2006,0
2007,1
2008,1
2009,0
2010,0
2011,0
2012,0
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,1
2020,0
2021,1
2022,0
2023,1
2024,0
2025,0
2026,1
2027,1
2028,1
2029,1
2030,0
2031,0
2032,1
2033,0
2034,1
2035,0
2036,0
2037,0
2038,0
2039,1
2040,0
2041,0
2042,0
2043,0
2044,1
2045,0
2046,1
2047,0
2048,0
2049,1
2050,0
2051,1
2052,0
2053,1
2054,0
2055,0
2056,1
2057,1
2058,1
2059,0
2060,1
2061,0
2062,1
2063,1
2064,0
2065,1
2066,0
2067,1
2068,1
2069,0
2070,1
2071,0
2072,1
2073,1
2074,1
2075,1
2076,1
2077,0
2078,1
2079,1
2080,1
2081,0
2082,0
2083,1
2084,1
2085,0
2086,1
2087,0
2088,0
2089,0
2090,0
2091,1
2092,0
2093,1
2094,1
2095,0
2096,1
2097,0
2098,0
2099,0
2100,1
2101,1
2102,0
2103,0
2104,0
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,0
2113,1
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,1
2123,0
2124,1
2125,0
2126,0
2127,1
2128,0
2129,0
2130,1
2131,1
2132,0
2133,0
2134,0
2135,0
2136,0
2137,1
2138,1
2139,0
2140,1
2141,1
2142,1
2143,1
2144,1
2145,0
2146,1
2147,0
2148,1
2149,0
2150,1
2151,1
2152,0
2153,1
2154,1
2155,1
2156,0
2157,0
2158,0
2159,0
2160,1
2161,0
2162,1
2163,0
2164,1
2165,1
2166,0
2167,0
2168,0
2169,1
2170,0
2171,1
2172,1
2173,0
2174,0
2175,1
2176,1
2177,0
2178,1
2179,0
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,0
2187,0
2188,1
2189,1
2190,1
2191,0
2192,1
2193,1
2194,0
2195,0
2196,0
2197,0
2198,1
2199,1
2200,0
2201,0
2202,0
2203,1
2204,1
2205,1
2206,1
2207,0
2208,0
2209,1
2210,1
2211,0
2212,0
2213,1
2214,0
2215,0
2216,0
2217,0
2218,1
2219,1
2220,0
2221,0
2222,1
2223,0
2224,1
2225,1
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,1
2234,0
2235,1
2236,0
2237,0
2238,1
2239,0
2240,1
2241,0
2242,0
2243,1
2244,1
2245,0
2246,0
2247,0
2248,1
2249,1
2250,1
2251,0
2252,1
2253,1
2254,1
2255,0
2256,1
2257,0
2258,1
2259,1
2260,0
2261,1
2262,0
2263,0
2264,0
2265,0
2266,1
2267,0
2268,0
2269,0
2270,1
2271,1
2272,0
2273,0
2274,0
2275,1
2276,1
2277,1
2278,1
2279,0
2280,1
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,1
2290,0
2291,1
2292,0
2293,0
2294,1
2295,1
2296,1
2297,1
2298,1
2299,1
2300,0
2301,1
2302,0
2303,1
2304,0
2305,1
2306,1
2307,0
2308,1
2309,0
2310,1
2311,1
2312,1
2313,1
2314,1
2315,0
2316,0
2317,1
2318,1
2319,1
2320,1
2321,1
2322,0
2323,1
2324,1
2325,0
2326,0
2327,0
2328,0
2329,1
2330,0
2331,0
2332,0
2333,1
2334,0
2335,0
2336,0
2337,1
2338,1
2339,0
2340,1
2341,0
2342,0
2343,1
2344,0
2345,1
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,1
2354,0
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,1
2362,0
2363,0
2364,0
2365,1
2366,0
2367,1
2368,0
2369,0
2370,0
2371,1
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,1
2381,0
2382,0
2383,0
2384,0
2385,0
2386,1
2387,0
2388,1
2389,1
2390,0
2391,0
2392,1
2393,1
2394,1
2395,1
2396,0
2397,1
2398,0
2399,1
2400,1
2401,1
2402,0
2403,0
2404,1
2405,1
2406,0
2407,0
2408,1
2409,0
2410,0
2411,0
2412,0
2413,1
2414,1
2415,1
2416,1
2417,0
2418,1
2419,0
2420,0
2421,0
2422,0
2423,1
2424,1
2425,1
2426,0
2427,1
2428,1
2429,1
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,1
2437,1
2438,0
2439,0
2440,0
2441,1
2442,0
2443,1
2444,1
2445,1
2446,1
2447,0
2448,0
2449,0
2450,1
2451,1
2452,1
2453,1
2454,0
2455,0
2456,1
2457,1
2458,0
2459,0
2460,1
2461,1
2462,0
2463,1
2464,1
2465,0
2466,0
2467,0
2468,1
2469,1
2470,0
2471,0
2472,1
2473,1
2474,1
2475,0
2476,1
2477,1
2478,1
2479,0
2480,1
2481,0
2482,1
2483,1
2484,0
2485,0
2486,1
2487,0
2488,0
2489,1
2490,1
2491,0
2492,0
2493,0
2494,0
2495,0
2496,1
2497,0
2498,1
2499,1
2500,0
2501,1
2502,1
2503,1
2504,1
2505,1
2506,0
2507,0
2508,0
2509,1
2510,1
2511,0
2512,0
2513,0
2514,1
2515,1
2516,0
2517,0
2518,0
2519,1
2520,0
2521,1
2522,1
2523,1
2524,1
2525,1
2526,0
2527,1
2528,1
2529,0
2530,0
2531,1
2532,0
2533,1
2534,1
2535,1
2536,1
2537,0
2538,1
2539,1
2540,1
2541,1
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,0
2549,0
2550,1
2551,1
2552,1
2553,1
2554,0
2555,0
2556,1
2557,0
2558,0
2559,0
2560,0
2561,1
2562,0
2563,1
2564,0
2565,0
2566,0
2567,0
2568,1
2569,0
2570,1
2571,0
2572,1
2573,1
2574,1
2575,0
2576,0
2577,1
2578,1
2579,0
2580,1
2581,0
2582,0
2583,1
2584,1
2585,1
2586,1
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,1
2594,1
2595,1
2596,1
2597,1
2598,0
2599,1
2600,1
2601,1
2602,1
2603,1
2604,0
2605,0
2606,1
2607,1
2608,0
2609,0
2610,1
2611,1
2612,0
2613,1
2614,1
2615,0
2616,0
2617,0
2618,0
2619,0
2620,1
2621,1
2622,1
2623,1
2624,0
2625,0
2626,0
2627,0
2628,0
2629,1
2630,0
2631,0
2632,0
2633,1
2634,1
2635,1
2636,0
2637,1
2638,0
2639,0
2640,0
2641,0
2642,1
2643,1
2644,0
2645,0
2646,0
2647,0
2648,0
2649,1
2650,1
2651,1
2652,0
2653,1
2654,1
2655,0
2656,0
2657,1
2658,1
2659,1
2660,0
2661,0
2662,0
2663,1
2664,1
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,1
2673,1
2674,1
2675,0
2676,0
2677,1
2678,0
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,1
2686,0
2687,1
2688,0
2689,0
2690,0
2691,1
2692,0
2693,1
2694,1
2695,1
2696,0
2697,0
2698,1
2699,0
2700,1
2701,0
2702,0
2703,0
2704,1
2705,1
2706,1
2707,1
2708,0
2709,0
2710,0
2711,1
2712,1
2713,1
2714,0
2715,0
2716,0
2717,1
2718,1
2719,1
2720,0
2721,1
2722,0
2723,1
2724,1
2725,1
2726,1
2727,1
2728,0
2729,1
2730,1
2731,0
2732,1
2733,0
2734,0
2735,1
2736,1
2737,0
2738,1
2739,1
2740,0
2741,1
2742,0
2743,1
2744,0
2745,0
2746,0
2747,1
2748,1
2749,0
2750,1
2751,0
2752,0
2753,1
2754,0
2755,1
2756,1
2757,0
2758,1
2759,1
2760,0
2761,1
2762,0
2763,0
2764,0
2765,1
2766,0
2767,0
2768,1
2769,1
2770,0
2771,0
2772,0
2773,0
2774,0
2775,1
2776,0
2777,0
2778,1
2779,0
2780,0
2781,0
2782,1
2783,1
2784,1
2785,0
2786,1
2787,0
2788,0
2789,0
2790,1
2791,0
2792,1
2793,0
2794,0
2795,0
2796,1
2797,0
2798,0
2799,1
2800,1
2801,1
2802,0
2803,0
2804,0
2805,0
2806,0
2807,1
2808,1
2809,0
2810,1
2811,1
2812,0
2813,1
2814,0
2815,1
2816,0
2817,1
2818,1
2819,1
2820,0
2821,1
2822,1
2823,1
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,1
2835,1
2836,0
2837,0
2838,1
2839,0
2840,0
2841,0
2842,0
2843,1
2844,0
2845,0
2846,0
2847,1
2848,0
2849,1
2850,0
2851,1
2852,0
2853,0
2854,1
2855,0
2856,1
2857,0
2858,1
2859,1
2860,0
2861,1
2862,0
2863,0
2864,0
2865,1
2866,0
2867,0
2868,0
2869,0
2870,0
2871,1
2872,0
2873,0
2874,0
2875,0
2876,0
2877,1
2878,1
2879,0
2880,1
2881,0
2882,0
2883,0
2884,1
2885,0
2886,1
2887,0
2888,0
2889,0
2890,1
2891,0
2892,1
2893,1
2894,1
2895,1
2896,0
2897,1
2898,0
2899,0
2900,0
2901,0
2902,1
2903,0
2904,0
2905,1
2906,0
2907,0
2908,1
2909,1
2910,0
2911,0
2912,0
2913,0
2914,1
2915,0
2916,0
2917,1
2918,1
2919,1
2920,0
2921,0
2922,1
2923,1
2924,1
2925,0
2926,0
2927,0
2928,0
2929,0
2930,1
2931,1
2932,1
2933,1
2934,0
2935,0
2936,0
2937,0
2938,0
2939,1
2940,1
2941,0
2942,0
2943,0
2944,0
2945,0
2946,1
2947,1
2948,0
2949,1
2950,0
2951,1
2952,1
2953,1
2954,0
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,0
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,0
2972,1
2973,0
2974,0
2975,1
2976,0
2977,0
2978,1
2979,1
2980,0
2981,1
2982,0
2983,1
2984,1
2985,0
2986,1
2987,0
2988,0
2989,0
2990,0
2991,1
2992,1
2993,1
2994,1
2995,0
